#Position (bp)	mapping quality
6038.0	59.9973800613939
18113.0	60.0
30188.0	59.99515647283589
42263.0	60.0
54338.0	60.0
66413.0	60.0
78488.0	60.0
90563.0	60.0
102638.0	59.9938154602042
114713.0	59.94629960346235
126788.0	60.0
138863.0	60.0
150938.0	60.0
163013.0	60.0
175088.0	59.79139569784893
187163.0	59.96087154340023
199238.0	60.0
211313.0	60.0
223388.0	60.0
235463.0	60.0
247538.0	60.0
259613.0	59.98658357315887
271688.0	60.0
283763.0	59.99527948355894
295838.0	60.0
307913.0	59.75829733972156
319988.0	59.950179980734454
332063.0	60.0
344138.0	60.0
356213.0	59.99527948355894
368288.0	60.0
380363.0	59.994814552004584
392438.0	60.0
404513.0	60.0
416588.0	60.0
428663.0	60.0
440738.0	60.0
452813.0	59.985167867063865
464888.0	60.0
476963.0	59.909910661405895
489038.0	59.99527948355894
501113.0	60.0
513188.0	60.0
525263.0	60.0
537338.0	59.99494315260723
549413.0	60.0
561488.0	60.0
573563.0	60.0
585638.0	60.0
597713.0	60.0
609788.0	60.0
621863.0	60.0
633938.0	59.994538843672004
646013.0	60.0
658088.0	59.79625681118218
670163.0	60.0
682238.0	59.99503105590062
694313.0	59.80058291148949
706388.0	60.0
718463.0	59.83872055290994
730538.0	59.99503105590062
742613.0	59.99105556728822
754688.0	60.0
766763.0	60.0
778838.0	60.0
790913.0	59.48507549767789
802988.0	0.0
815063.0	60.0
827138.0	59.77734937012996
839213.0	59.932401646881445
851288.0	59.86017142237171
863363.0	60.0
875438.0	60.0
887513.0	59.99055892802425
899588.0	60.0
911663.0	59.993694306622636
923738.0	59.99503105590062
935813.0	60.0
947888.0	59.99031071949119
959963.0	59.942708333333336
972038.0	60.0
984113.0	60.0
996188.0	59.916295407457845
1008263.0	60.0
1020338.0	60.0
1032413.0	60.0
1044488.0	59.982110023356356
1056563.0	60.0
1068638.0	57.91406482307463
1080713.0	55.92358713222181
1092788.0	59.93366744167469
1104863.0	59.9826896445607
1116938.0	59.939475956429334
1129013.0	58.531338839089415
1141088.0	60.0
1153163.0	60.0
1165238.0	60.0
1177313.0	60.0
1189388.0	60.0
1201463.0	59.94774992950387
1213538.0	60.0
1225613.0	60.0
1237688.0	59.91830518560356
1249763.0	60.0
1261838.0	59.99503105590062
1273913.0	60.0
1285988.0	59.92262730042606
1298063.0	60.0
1310138.0	60.0
1322213.0	59.99096449999604
1334288.0	60.0
1346363.0	59.95191424707395
1358438.0	59.99527948355894
1370513.0	60.0
1382588.0	60.0
1394663.0	60.0
1406738.0	60.0
1418813.0	59.76627177511506
1430888.0	59.935378573854834
1442963.0	60.0
1455038.0	59.96347296709668
1467113.0	59.99105538209255
1479188.0	60.0
