#Position (bp)	Coverage	Std
6038.0	19.417391304347827	5.023340965069539
18113.0	8.568944099378882	10.165300454651272
30188.0	18.622774327122155	6.766437695643616
42263.0	16.570600414078676	8.528553915175655
54338.0	20.0	0.0
66413.0	19.633871635610767	5.379787337919801
78488.0	20.0	0.0
90563.0	20.0	0.0
102638.0	14.813002070393376	9.588390150222187
114713.0	19.608281573498964	5.279178993826721
126788.0	16.766625258799174	8.591309586674123
138863.0	19.412836438923396	4.958419236515983
150938.0	20.0	0.0
163013.0	20.0	0.0
175088.0	20.0	0.0
187163.0	15.622939958592132	8.906470535027013
199238.0	20.0	0.0
211313.0	20.0	0.0
223388.0	18.62111801242236	6.763989414172013
235463.0	19.640579710144927	5.396609625045579
247538.0	16.560662525879916	8.514267650431737
259613.0	20.0	0.0
271688.0	19.54616977225673	5.218259072072907
283763.0	19.330351966873707	4.790371640644025
295838.0	18.448695652173914	6.498848440754762
307913.0	16.857971014492755	8.511388060009631
319988.0	18.99569358178054	7.110153705391023
332063.0	19.16190476190476	4.105291238032732
344138.0	20.0	0.0
356213.0	19.626501035196686	5.3711521447747925
368288.0	18.62360248447205	6.764540354760264
380363.0	18.29399585921325	5.811076736409436
392438.0	19.250186335403725	4.315420853503992
404513.0	16.582194616977226	8.544173368484785
416588.0	19.50807453416149	5.149564294419504
428663.0	19.60165631469979	5.326561435746188
440738.0	19.728530020703932	5.564937557664412
452813.0	20.0	0.0
464888.0	20.0	0.0
476963.0	19.624844720496895	5.362448993999898
489038.0	20.0	0.0
501113.0	20.0	0.0
513188.0	18.615320910973086	6.7537582513440855
525263.0	18.612836438923395	6.748790245092579
537338.0	20.0	0.0
549413.0	20.0	0.0
561488.0	18.316356107660454	5.6248045744750295
573563.0	15.198343685300207	8.582542828781426
585638.0	18.09863354037267	5.717540480935723
597713.0	20.0	0.0
609788.0	16.374327122153208	8.297172059334109
621863.0	19.999171842650103	6.242637070849441
633938.0	18.631884057971014	6.782305562053369
646013.0	19.654658385093168	5.426985711520111
658088.0	14.99983436853002	9.698003038768269
670163.0	20.0	0.0
682238.0	20.0	0.0
694313.0	15.797101449275363	9.249050088318903
706388.0	20.0	0.0
718463.0	20.0	0.0
730538.0	20.0	0.0
742613.0	20.0	0.0
754688.0	17.46086956521739	7.588074985632234
766763.0	19.6096066252588	5.346580339343246
778838.0	19.991469979296067	6.179308289094905
790913.0	17.932919254658383	8.019154088688948
802988.0	16.94120082815735	8.25000156847968
815063.0	17.212422360248446	7.063574072305621
827138.0	17.198343685300205	7.228623801969044
839213.0	19.21904761904762	4.2481904563247985
851288.0	18.36	6.012140925603522
863363.0	17.098716356107662	7.013173053140205
875438.0	20.0	0.0
887513.0	20.0	0.0
899588.0	20.0	0.0
911663.0	15.135403726708075	8.663409166436336
923738.0	19.644389233954453	5.409821602627643
935813.0	19.61407867494824	5.348206487169279
947888.0	20.0	0.0
959963.0	19.875776397515526	5.891531628323508
972038.0	18.892505175983437	6.911705796591285
984113.0	20.0	0.0
996188.0	19.57846790890269	5.2809670361060705
1008263.0	17.833954451345754	7.810170149489393
1020338.0	16.805797101449276	8.875490246862602
1032413.0	20.0	0.0
1044488.0	20.0	0.0
1056563.0	19.577639751552795	5.278692667061789
1068638.0	11.239420289855072	9.583357727937265
1080713.0	6.187660455486543	7.879159816902424
1092788.0	19.926128364389236	6.0376938819393855
1104863.0	17.399420289855072	7.448311882331482
1116938.0	20.0	0.0
1129013.0	15.383105590062112	7.704877323849443
1141088.0	17.890683229813664	8.170760371701023
1153163.0	18.646790890269152	6.898675121101226
1165238.0	20.0	0.0
1177313.0	18.619461697722567	6.760437831142081
1189388.0	20.0	0.0
1201463.0	19.627329192546583	5.376992625012703
1213538.0	15.982608695652173	9.660767815376202
1225613.0	14.535817805383022	9.663189208169207
1237688.0	16.57399585921325	8.533218490428041
1249763.0	18.616149068322983	6.755168253762887
1261838.0	19.55776397515528	5.2380594766330555
1273913.0	16.38757763975155	8.226151300419373
1285988.0	19.728447204968944	5.53210842287861
1298063.0	20.0	0.0
1310138.0	18.506832298136647	6.432500294707171
1322213.0	18.202898550724637	5.889106341285134
1334288.0	20.0	0.0
1346363.0	19.961076604554865	6.055451148579801
1358438.0	20.0	0.0
1370513.0	19.480745341614906	5.094510503186814
1382588.0	18.622774327122155	6.7649688330863285
1394663.0	19.850103519668735	5.772433957077366
1406738.0	20.0	0.0
1418813.0	17.980124223602484	7.940602477259729
1430888.0	20.0	0.0
1442963.0	19.229979296066254	4.267388008381552
1455038.0	19.59304347826087	5.188289090374612
1467113.0	19.9975983436853	6.211790032166792
1479188.0	20.0	0.0
1491263.0	20.0	0.0
1503338.0	16.02153209109731	7.681442238631001
1515413.0	20.0	0.0
1527488.0	19.63320910973085	5.38378825581364
1539563.0	18.62857142857143	6.77554975881378
1551638.0	20.0	0.0
1563713.0	20.0	0.0
1575788.0	20.0	0.0
1587863.0	18.241656314699792	5.962324778992365
1599938.0	19.44447204968944	5.013827670443278
1612013.0	19.619875776397514	5.355247421757481
1624088.0	13.830227743271221	9.981452779326329
1636163.0	20.0	0.0
1648238.0	20.0	0.0
1660313.0	7.16463768115942	8.578638789357019
1672388.0	15.308654244306418	8.304619682714804
1684463.0	18.84968944099379	6.756577961934101
1696538.0	17.63064182194617	7.8065375798434005
1708613.0	19.595859213250517	5.311692637469549
1720688.0	19.04927536231884	4.002845778583299
1732763.0	15.92712215320911	9.601738110425677
1744838.0	19.63478260869565	5.3879322253157795
1756913.0	20.0	0.0
1768988.0	19.223188405797103	4.263427212255756
1781063.0	17.293581780538304	7.181555625407921
1793138.0	19.608281573498964	5.338054328738435
1805213.0	17.632463768115944	7.805752510599396
1817288.0	16.245797101449277	7.972198067596257
1829363.0	17.160828157349897	6.901387624146055
1841438.0	13.991138716356108	10.200580505544943
1853513.0	20.0	0.0
1865588.0	20.0	0.0
1877663.0	20.0	0.0
1889738.0	19.35345755693582	4.482290896072973
1901813.0	16.744513457556934	8.499635846541283
1913888.0	20.0	0.0
1925963.0	15.575983436853003	8.861132474862345
1938038.0	19.985507246376812	6.169772034404655
1950113.0	20.0	0.0
1962188.0	19.968612836438922	6.085872722205935
1974263.0	14.221946169772258	9.118633801269592
1986338.0	19.988654244306417	6.2114567226196815
1998413.0	15.59966873706004	8.893587612494635
2010488.0	20.0	0.0
2022563.0	19.630144927536232	5.379456359581115
2034638.0	18.62111801242236	6.763254756907528
2046713.0	18.60223602484472	6.537004081400626
2058788.0	20.0	0.0
2070863.0	19.589233954451345	5.304828067728243
2082938.0	19.47585921325052	4.8496227255024875
2095013.0	20.0	0.0
2107088.0	19.57929606625259	5.280104459723317
2119163.0	19.72496894409938	5.572901010504121
2131238.0	16.687370600414077	8.665105768022366
2143313.0	18.83014492753623	6.773581612964801
2155388.0	18.615320910973086	6.349907483716582
2167463.0	19.60248447204969	5.326483696720433
2179538.0	19.981366459627328	6.186567965229655
2191613.0	20.0	0.0
2203688.0	19.999751552795033	6.244248699559152
2215763.0	20.0	0.0
2227838.0	19.103768115942028	3.9589090242800347
2239913.0	16.572836438923396	8.501676853231377
2251988.0	18.605383022774326	6.840205099052327
2264063.0	19.02360248447205	4.255066399260039
2276138.0	20.0	0.0
2288213.0	18.987329192546582	7.374535111852273
2300288.0	14.407950310559006	9.101552662571656
2312363.0	19.28033126293996	4.6544797984970305
2324438.0	19.989399585921326	6.214315937195967
2336513.0	18.80231884057971	6.840665157202235
2348588.0	19.54865424430642	5.2275349977985925
2360663.0	16.572256728778466	8.530787016574331
2372738.0	17.622360248447205	7.793690711519947
2384813.0	18.93913043478261	7.308635239791555
2396888.0	19.67536231884058	5.5850658601780045
2408963.0	17.633126293995858	7.810196658385122
2421038.0	19.47743271221532	5.087027303926161
2433113.0	19.61159420289855	5.3433265590225805
2445188.0	14.989648033126294	9.851745754430425
2457263.0	17.992629399585923	8.172447778451167
2469338.0	17.629233954451347	7.803794798078536
2481413.0	20.0	0.0
2493488.0	20.0	0.0
2505563.0	20.0	0.0
2517638.0	19.495652173913044	5.114628069552571
2529713.0	19.625672877846792	5.369378711105338
2541788.0	20.0	0.0
2553863.0	19.9687784679089	6.111672977495682
2565938.0	20.0	0.0
2578013.0	20.00207039337474	0.29220373504517616
2590088.0	20.0	0.0
2602163.0	18.62575569358178	6.7696436046635045
2614238.0	20.0	0.0
2626313.0	20.0	0.0
2638388.0	18.606211180124223	6.738228751539572
2650463.0	18.64430641821946	6.796357567879739
2662538.0	16.56977225672878	8.528311151529858
2674613.0	19.249689440993787	4.3120611818028225
2686688.0	18.038923395445135	5.4936213717726785
2698763.0	16.74865424430642	8.811859127541922
2710838.0	20.0	0.0
2722913.0	19.655486542443064	5.427824945951401
2734988.0	20.0	0.0
2747063.0	17.640579710144927	7.820210584234964
2759138.0	20.0	0.0
2771213.0	19.584844720496893	5.255682126706033
2783288.0	18.046376811594204	5.4584445565770565
2795363.0	18.394202898550724	6.41743226321884
2807438.0	19.668488612836438	5.449257741921208
2819513.0	20.0	0.0
2831588.0	16.559006211180126	8.51203021523615
2843663.0	19.44016563146998	5.009018781272309
2855738.0	19.539792960662528	5.179734359320594
2867813.0	20.0	0.0
2879888.0	19.652173913043477	5.539356645828955
2891963.0	17.346418219461697	7.140767396170469
2904038.0	19.47991718426501	5.091176957809951
2916113.0	19.521987577639752	5.17631970750317
2928188.0	20.0	0.0
2940263.0	20.0	0.0
2952338.0	18.615320910973086	6.754126106440249
2964413.0	17.271221532091097	7.42044068493187
2976488.0	18.799171842650104	7.024594474859874
2988563.0	18.137971014492752	6.123464019180882
3000638.0	20.0	0.0
3012713.0	20.0	0.0
3024788.0	20.0	0.0
3036863.0	20.0	0.0
3048938.0	16.57391304347826	8.532437194146212
3061013.0	19.093167701863354	4.267019265968817
3073088.0	20.0	0.0
3085163.0	19.426832298136645	4.810977784855885
3097238.0	18.250434782608696	5.970028662914846
3109313.0	20.0	0.0
3121388.0	17.631469979296067	7.806802788098129
3133463.0	16.833954451345754	8.523454426599514
3145538.0	16.560662525879916	8.516018276623452
3157613.0	18.629399585921323	6.777321823353861
3169688.0	20.0	0.0
3181763.0	19.12712215320911	4.022555454055588
3193838.0	17.6463768115942	7.829048209023446
3205913.0	18.607287784679087	6.660914702883458
3217988.0	20.0	0.0
3230063.0	19.452587991718428	5.038444335809591
3242138.0	18.607867494824017	6.742160542323795
3254213.0	18.8944099378882	7.248216743636528
3266288.0	18.968115942028984	7.163456838121914
3278363.0	15.180124223602485	8.541017826187133
3290438.0	17.6472049689441	7.845405876992037
3302513.0	19.619875776397514	5.359498446915016
3314588.0	19.773498964803313	5.654496735637342
3326663.0	19.657639751552797	5.447958190662349
3338738.0	18.059213250517598	5.589201360002168
3350813.0	18.60952380952381	6.743511565954762
3362888.0	19.99966873706004	6.243963544523754
3374963.0	20.0	0.0
3387038.0	19.624016563147	5.360564538732187
3399113.0	20.0	0.0
3411188.0	20.0	0.0
3423263.0	17.248861283643894	7.113425908614632
3435338.0	19.167701863354036	4.121900303476693
3447413.0	19.33175983436853	4.794579409961471
3459488.0	19.965300207039338	6.136001759969084
3471563.0	19.99966873706004	6.2413368531337685
3483638.0	16.556770186335402	8.480497661087476
3495713.0	20.0	0.0
3507788.0	20.0	0.0
3519863.0	20.0	0.0
3531938.0	20.0	0.0
3544013.0	17.265424430641822	7.142240138982905
3556088.0	18.62608695652174	6.771698503412419
3568163.0	20.0	0.0
3580238.0	15.547826086956523	8.831118516037842
3592313.0	20.0	0.0
3604388.0	20.0	0.0
3616463.0	19.587577639751554	5.301564283391427
3628538.0	16.586335403726707	8.549454234152222
3640613.0	20.0	0.0
3652688.0	10.361904761904762	10.227393896850021
3664763.0	15.200828157349896	8.583555947986552
3676838.0	16.668819875776396	8.25407108286534
3688913.0	20.0	0.0
3700988.0	20.0	0.0
3713063.0	18.612836438923395	6.748053933102343
3725138.0	20.0	0.0
3737213.0	20.0	0.0
3749288.0	19.586749482401657	5.302548315059505
3761363.0	20.0	0.0
3773438.0	19.995031055900622	6.209029689850177
3785513.0	19.587329192546584	5.3027591552308975
3797588.0	19.491511387163563	5.113899380483154
3809663.0	19.012836438923394	3.7356211564384627
3821738.0	18.612008281573498	6.748115295503469
3833813.0	15.32024844720497	8.661917794332638
3845888.0	19.61606625258799	5.3522929046787135
3857963.0	20.0	0.0
3870038.0	19.626501035196686	5.370226948101924
3882113.0	20.0	0.0
3894188.0	20.0	0.0
3906263.0	17.436024844720496	7.554275659872469
3918338.0	20.0	0.0
3930413.0	19.4592132505176	5.05206843234873
3942488.0	18.636024844720495	6.787090412930411
3954563.0	15.730848861283643	9.17975538359773
3966638.0	20.0	0.0
3978713.0	18.257639751552794	5.9795441498634005
3990788.0	19.482153209109732	5.0930228732627585
4002863.0	16.151469979296067	8.026018765594365
4014938.0	16.984679089026915	8.405785250223675
4027013.0	15.978136645962733	9.35253422770167
4039088.0	20.0	0.0
4051163.0	19.575569358178054	5.274494274816542
4063238.0	18.620289855072464	6.76037658058981
4075313.0	19.20662525879917	4.315555185969355
4087388.0	20.0	0.0
4099463.0	16.180538302277434	7.649831186651443
4111538.0	20.0	0.0
4123613.0	19.575486542443063	5.239845745520854
4135688.0	14.239751552795031	9.13161640781421
4147763.0	20.0	0.0
4159838.0	19.412836438923396	4.9594212578939585
4171913.0	15.444306418219462	9.085948015796463
4183988.0	15.40952380952381	9.04703604964874
4196063.0	18.165879917184267	5.826284413081104
4208138.0	16.147412008281574	7.84677275382074
4220213.0	10.326293995859213	10.147826619191308
4232288.0	16.057971014492754	7.873934250405584
4244363.0	19.224016563146996	4.708874490236843
4256438.0	20.0	0.0
4268513.0	19.990724637681158	6.189585857299836
