branch_number	0	#8000ff
branch_number	3	#00b4ec
branch_number	4	#80ffb4
branch_number	2	#ffb462
branch_number	1	#ff0000
branch_major	0.PRE	#8000ff
branch_major	0.PE	#4c4ffc
branch_major	0.ANT	#1996f3
branch_major	3.ANT	#1acee3
branch_major	4.ANT	#4df3ce
branch_major	2.ANT	#80ffb4
branch_major	2.MED	#b3f396
branch_major	1.PRE	#e6ce74
branch_major	1.ANT	#ff964f
branch_major	1.IN	#ff4f28
branch_major	1.ORI	#ff0000
branch_minor	0.PRE2	#8000ff
branch_minor	0.PRE1	#7116ff
branch_minor	0.PE7	#632cfe
branch_minor	0.PE2	#5542fd
branch_minor	0.PE8	#4757fb
branch_minor	0.PE10	#396cf9
branch_minor	0.PE4m	#2b7ff6
branch_minor	0.PE4h	#1c92f3
branch_minor	0.PE4t	#0ea4f0
branch_minor	0.PE4a	#00b4ec
branch_minor	0.PE5	#0ec3e7
branch_minor	0.ANT1	#1cd1e2
branch_minor	0.ANT4	#2adddd
branch_minor	0.ANT2	#39e7d7
branch_minor	0.ANT5	#47f0d1
branch_minor	0.ANT3	#55f6ca
branch_minor	3.ANT1	#63fbc3
branch_minor	3.ANT2	#71febc
branch_minor	4.ANT1	#80ffb4
branch_minor	2.ANT3	#8efeac
branch_minor	2.ANT2	#9cfba4
branch_minor	2.ANT1	#aaf69b
branch_minor	2.MED0	#b8f092
branch_minor	2.MED3	#c6e789
branch_minor	2.MED2	#d4dd80
branch_minor	2.MED1	#e3d176
branch_minor	1.PRE0	#f1c36c
branch_minor	1.PRE1	#ffb462
branch_minor	1.PRE2	#ffa457
branch_minor	1.PRE3	#ff924d
branch_minor	1.ANT1	#ff8042
branch_minor	1.IN1	#ff6c37
branch_minor	1.IN2	#ff572c
branch_minor	1.IN3	#ff4221
branch_minor	1.ORI1	#ff2c16
branch_minor	1.ORI3	#ff160b
branch_minor	1.ORI2	#ff0000
country	Russia	#8000ff
country	Lithuania	#7216ff
country	Estonia	#642bfe
country	Germany	#5640fd
country	China	#4855fb
country	Azerbaijan	#3b69f9
country	Armenia	#2d7cf7
country	Georgia	#1f8ff4
country	Mongolia	#11a0f0
country	Tajikistan	#03b0ed
country	Kyrgyzstan	#0abfe8
country	England	#18cde4
country	Spain	#26d9df
country	France	#34e4d9
country	Nepal	#41edd3
country	India	#4ff4cd
country	Kazakhstan	#5df9c6
country	Turkmenistan	#6bfdbf
country	Iran	#79ffb8
country	United States of America	#86ffb0
country	Italy	#94fda8
country	Poland	#a2f9a0
country	Switzerland	#b0f498
country	Norway	#beed8f
country	The Netherlands	#cbe486
country	Uganda	#d9d97c
country	Democratic Republic of the Congo	#e7cd73
country	Kenya	#f5bf69
country	Indonesia	#ffb05f
country	Madagascar	#ffa055
country	Peru	#ff8f4b
country	Canada	#ff7c40
country	Vietnam	#ff6936
country	Myanmar	#ff552b
country	Zimbabwe	#ff4020
country	Brazil	#ff2b16
country	Algeria	#ff160b
country	Bolivia	#ff0000
province	Krasnoyarsk Krai	#8000ff
province	Panevezys County	#7b07ff
province	Pärnu maakond	#760eff
province	Irkutsk Oblast	#7215ff
province	Bavaria	#6d1cff
province	Altai Krai	#6923fe
province	Qinghai	#642afe
province	Republic of Dagestan	#6031fe
province	Goranboy District	#5b38fd
province	Syunik Province	#573ffd
province	Shirak Province	#5246fd
province	Gegharkunik Province	#4e4dfc
province	Samtskhe-Javakheti	#4954fb
province	Shahbuz Rayon	#455afb
province	Samara Oblast	#4061fa
province	Sečuán	#3c67f9
province	Inner Mongolia	#376ef9
province	Bayankhongor	#3374f8
province	Sughd Province	#2e7af7
province	Talas Region	#2a81f6
province	Altai Republic	#2587f5
province	Govi-Altai	#218df4
province	Övörkhangai	#1c92f3
province	Ömnögovi	#1898f2
province	Omnogovi	#139ef1
province	Bayan-Ölgii	#0fa3f0
province	Khovd	#0aa9ef
province	Xinjiang	#06aeed
province	Issyk-Kul Region	#01b3ec
province	East of England	#03b8eb
province	Valencia Community	#08bde9
province	Centre-Loire Valley	#0cc2e8
province	Osh Region	#11c6e6
province	Naryn Region	#15cae5
province	Gansu	#1acfe3
province	Dornogovi	#1ed3e1
province	Tuva Republic	#23d7e0
province	Jilin	#27dade
province	St. Petersberg	#2cdedc
province	Heilongjiang	#31e1da
province	Zabaykalsky Krai	#35e5d9
province	Tibet	#3ae8d7
province	Gandaki Pradesh	#3eebd5
province	Maharashtra	#43edd3
province	Himachal Pradesh	#47f0d1
province	Kabardino-Balkaria	#4cf2cf
province	Karachay-Cherkessia	#50f4cd
province	Ningxia	#55f6ca
province	Shaanxi	#59f8c8
