#Position (bp)	mapping quality
6038.0	36.999882479989836
18113.0	36.99973001568828
30188.0	36.99920675999743
42263.0	36.99889702959803
54338.0	36.999530571529164
66413.0	36.99954434619837
78488.0	36.99945402765276
90563.0	36.99962961974293
102638.0	36.99566084203119
114713.0	36.999144003979225
126788.0	36.99891392886234
138863.0	36.99940956630251
150938.0	36.99948402211732
163013.0	36.99943022750862
175088.0	36.999263428215535
187163.0	36.998934830328544
199238.0	36.99301176124104
211313.0	36.999370983645576
223388.0	36.999671655919066
235463.0	36.99950270020349
247538.0	36.99950415770465
259613.0	36.99964982901561
271688.0	36.999591844238935
283763.0	36.99988486468489
295838.0	36.99946648017505
307913.0	36.99874413434368
319988.0	36.99988356761418
332063.0	36.999882579940845
344138.0	36.9993100927832
356213.0	36.99968997790744
368288.0	36.99944856447921
380363.0	36.99952242813028
392438.0	36.99967005430728
404513.0	36.99901962083173
416588.0	36.999846863178455
428663.0	36.99952340315907
440738.0	36.99973322566225
452813.0	36.999886246598926
464888.0	36.99988467340756
476963.0	36.999302150132024
489038.0	36.99769820971867
501113.0	36.9988127593078
513188.0	36.999667653725126
525263.0	36.99951939625779
537338.0	36.99950972760068
549413.0	36.9999006567395
561488.0	36.9994283153845
573563.0	36.99908286443745
585638.0	36.99974571320573
597713.0	36.99964902517533
609788.0	36.99957177412821
621863.0	0.0
633938.0	0.0
646013.0	0.0
658088.0	0.0
670163.0	36.999404496853494
682238.0	36.99944773646581
694313.0	36.99972655687063
706388.0	36.999780496197246
718463.0	36.99878871210633
730538.0	36.99979716413533
742613.0	36.999496257671005
754688.0	36.99914082863595
766763.0	36.96245096572317
778838.0	37.0
790913.0	0.0
802988.0	0.0
815063.0	0.0
827138.0	37.0
839213.0	36.99666904969947
851288.0	36.999769304390384
863363.0	36.99852750384043
875438.0	37.0
887513.0	37.0
899588.0	36.99966796787365
911663.0	36.9992041812746
923738.0	37.0
935813.0	36.99986964487035
947888.0	36.99971184249466
959963.0	36.999539028887526
972038.0	36.99947968119926
984113.0	36.999611066728335
996188.0	36.99973952191712
1008263.0	36.99948756833865
1020338.0	36.9989736868566
1032413.0	36.99867485845079
1044488.0	36.99942735686501
1056563.0	36.999366325510024
1068638.0	36.999571168623454
1080713.0	36.9984347016767
1092788.0	36.98782324938931
1104863.0	36.9988915725814
1116938.0	36.999594050462086
1129013.0	36.99973857132763
1141088.0	36.99900808468429
1153163.0	36.99988053764517
1165238.0	36.99958900305471
1177313.0	36.99966671370707
1189388.0	36.99949945210298
1201463.0	36.99926612887231
1213538.0	36.99944543117726
1225613.0	37.0
1237688.0	36.99965847309783
1249763.0	36.99968434433199
1261838.0	36.99960129202934
1273913.0	36.99986615249933
1285988.0	36.99721245325209
1298063.0	36.99987186901551
1310138.0	36.99974161560083
1322213.0	36.99970343296383
1334288.0	36.99710890273269
1346363.0	36.99671261712583
1358438.0	36.999497528382854
1370513.0	36.999562521061065
1382588.0	36.998428229563444
1394663.0	36.998999706477576
1406738.0	36.999219826253196
1418813.0	36.99704019560446
1430888.0	36.999741643565876
1442963.0	36.99936397703441
1455038.0	36.99940995187919
1467113.0	36.9990691255171
1479188.0	36.99502256501254
1491263.0	37.0
1503338.0	37.0
1515413.0	36.999891009458615
1527488.0	36.999419809885815
1539563.0	36.99914196645387
1551638.0	36.999643174015354
1563713.0	36.999362721626476
1575788.0	36.999561615270004
1587863.0	36.99986746664279
1599938.0	36.99987124120003
1612013.0	36.99903833935935
1624088.0	36.999162381101506
1636163.0	36.9992680538475
1648238.0	36.99910145830888
1660313.0	36.999361121663156
1672388.0	36.99976143192428
1684463.0	37.0
1696538.0	36.9976540209236
1708613.0	36.99972529410236
1720688.0	36.999214640238016
1732763.0	36.99927045295013
1744838.0	36.999536497676225
1756913.0	36.99916201298071
1768988.0	36.997644417638384
1781063.0	36.99944963612767
1793138.0	36.99986807528979
1805213.0	36.999301090299134
1817288.0	36.999500888620595
1829363.0	36.998685136354915
1841438.0	36.9987843742813
1853513.0	36.99955308477197
1865588.0	36.99643431919589
1877663.0	36.99936102457119
1889738.0	36.999442871770164
1901813.0	36.99958462281132
1913888.0	36.99975100020526
1925963.0	36.999467556949824
1938038.0	36.99977286051487
1950113.0	36.99624697511991
1962188.0	36.99986244995223
1974263.0	36.99914941876949
1986338.0	36.99957654437319
1998413.0	36.999742392753575
2010488.0	36.99911322817897
2022563.0	36.999882020196864
2034638.0	36.999734476757745
2046713.0	36.99946321577275
2058788.0	36.999762173349914
2070863.0	36.99960920309117
2082938.0	36.9993874821211
2095013.0	36.99976849172358
2107088.0	36.998443338675195
2119163.0	36.99943252404104
2131238.0	36.979410760132474
2143313.0	36.999762496228826
2155388.0	37.0
2167463.0	36.999618009312314
2179538.0	36.99379748356855
2191613.0	36.999196438266914
2203688.0	0.0
2215763.0	0.0
2227838.0	36.99086844678165
2239913.0	36.999202758026286
2251988.0	36.99932671451239
2264063.0	36.99964405450776
2276138.0	36.999579738074594
2288213.0	36.99844415986544
2300288.0	36.99855489918469
2312363.0	36.9996663134399
2324438.0	36.99954363994425
2336513.0	36.9996241797978
2348588.0	36.99940779628192
2360663.0	36.99964749315232
2372738.0	0.0
2384813.0	37.0
2396888.0	37.0
2408963.0	36.99965974039112
2421038.0	36.99919558805412
2433113.0	36.99945193710608
2445188.0	36.99880590464019
2457263.0	36.999439391815876
2469338.0	36.99623687355387
2481413.0	36.99961727041397
2493488.0	37.0
2505563.0	36.99974923074838
2517638.0	36.99962093659396
2529713.0	36.999629147038185
2541788.0	36.999207457043816
2553863.0	36.999349690663664
2565938.0	36.99937224295894
2578013.0	36.999100886962864
2590088.0	36.99986305020506
2602163.0	36.9994485650271
2614238.0	37.0
2626313.0	37.0
2638388.0	36.999620707329576
2650463.0	36.999738883125495
2662538.0	36.998907578620596
2674613.0	36.99947079730822
2686688.0	36.999747394579906
2698763.0	36.99944765608381
2710838.0	36.99953437741856
2722913.0	36.99952954639372
