#Position (bp)	mapping quality
6038.0	59.95708608151531
18113.0	59.94666389759468
30188.0	59.998664083895534
42263.0	59.999104031856646
54338.0	59.99503105590062
66413.0	59.99527948355894
78488.0	59.99031055900621
90563.0	59.995031076475875
102638.0	59.98709072352633
114713.0	60.0
126788.0	60.0
138863.0	59.9950310353252
150938.0	60.0
163013.0	59.995527839200975
175088.0	59.99503105590062
187163.0	60.0
199238.0	59.990062111801244
211313.0	59.99552791327464
223388.0	60.0
235463.0	59.99503105590062
247538.0	60.0
259613.0	60.0
271688.0	60.0
283763.0	59.98012372978211
295838.0	59.995154517066865
307913.0	59.353266849005166
319988.0	59.95805721978569
332063.0	59.990062111801244
344138.0	60.0
356213.0	60.0
368288.0	60.0
380363.0	60.0
392438.0	59.99031055900621
404513.0	60.0
416588.0	59.9950310353252
428663.0	59.99105538209255
440738.0	60.0
452813.0	59.980620957523456
464888.0	59.99503105590062
476963.0	59.99501014603639
489038.0	59.995031097050955
501113.0	60.0
513188.0	59.98473725315185
525263.0	59.993029397176905
537338.0	59.99527948355894
549413.0	59.99527942491801
561488.0	60.0
573563.0	59.987395167041676
585638.0	59.994650976196844
597713.0	60.0
609788.0	60.0
621863.0	59.985832349468716
633938.0	59.994566004926824
646013.0	59.99503105590062
658088.0	59.35306733801464
670163.0	59.99527944446515
682238.0	59.99527948355894
694313.0	59.77470503170686
706388.0	59.99503091186908
718463.0	60.0
730538.0	59.99527942491801
742613.0	59.99527946401212
754688.0	59.99459743804825
766763.0	59.99055900621118
778838.0	59.99527948355894
790913.0	59.56508215565623
802988.0	59.20316519331966
815063.0	59.99416558081643
827138.0	59.12161988539516
839213.0	60.0
851288.0	59.995029712726115
863363.0	59.99451319000246
875438.0	59.99503101474961
887513.0	60.0
899588.0	60.0
911663.0	59.99383687172584
923738.0	60.0
935813.0	59.99527944446515
947888.0	59.99527946401212
959963.0	59.96629668097389
972038.0	60.0
984113.0	60.0
996188.0	59.99503105590062
1008263.0	60.0
1020338.0	59.994074659292906
1032413.0	59.99503105590062
1044488.0	60.0
1056563.0	60.0
1068638.0	57.50642954856361
1080713.0	55.12714807573575
1092788.0	59.98619455981184
1104863.0	59.99460038081525
1116938.0	60.0
