Name	UFboot	aLRT	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample
NODE0	100.0	100.0	0.0	red	0.0	507.0242365858597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE1	100.0	99.9	5.2248e-06	red	5.2248e-06	491.04847317171954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE2	100.0	100.0	1.82301e-05	red	2.3454899999999998e-05	466.59694634343896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE3	100.0	100.0	1.0679e-05	red	3.41339e-05	431.816451280628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE4	100.0	97.9	2.1230000000000003e-06	red	3.62569e-05	398.239347873756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE5	100.0	100.0	9.6765e-06	red	4.59334e-05	367.3068207475119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE6	100.0	98.9	2.0566999999999997e-06	red	4.79901e-05	318.5000228864305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE7	100.0	100.0	5.688e-06	red	5.3678100000000004e-05	303.49223327286114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE8	100.0	98.4	1.172e-06	red	5.4850100000000005e-05	286.98446654572217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE9	100.0	96.3	9.376e-07	red	5.57877e-05	261.15643309144434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE10	81.0	0.0	2.3399999999999998e-08	black	5.58111e-05	221.82653805788868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE11	100.0	73.0	2.344e-07	black	5.6045500000000004e-05	179.59683984868752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE12	100.0	79.0	2.344e-07	black	5.62799e-05	174.19367969737502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE13	24.0	0.0	2.3399999999999998e-08	black	5.6303299999999987e-05	166.0123593947501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE14	100.0	91.4	4.688e-07	red	5.6772099999999985e-05	154.30670121137518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE15	83.0	0.0	4.98e-08	black	5.6821899999999985e-05	152.61340242275037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE16	79.0	31.2	4.6609999999999997e-07	black	5.728799999999999e-05	150.22680484550077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE17	100.0	99.4	2.5513e-06	red	5.983929999999999e-05	146.45360969100147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE18	100.0	99.7	2.6135e-06	red	6.245279999999999e-05	142.15721938200298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE19	100.0	86.0	4.688e-07	red	6.292159999999999e-05	138.0644387640059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE20	24.0	0.0	2.3399999999999998e-08	black	6.294499999999999e-05	132.1288775280118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE21	13.0	0.0	2.3399999999999998e-08	black	6.296839999999997e-05	124.3124425560236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE22	100.0	89.8	4.688e-07	red	6.343719999999997e-05	120.3748851120472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE23	100.0	74.1	2.344e-07	black	6.367159999999998e-05	114.7497702240944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE24	100.0	100.0	5.8864999999999995e-06	red	6.955809999999998e-05	107.53079044818878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE25	25.0	0.0	2.3399999999999998e-08	black	6.958149999999998e-05	100.06158089637756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE26	11.0	0.0	2.3399999999999998e-08	black	6.960489999999997e-05	88.41222429275513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE27	11.0	0.0	2.3399999999999998e-08	black	6.962829999999997e-05	76.19163608551025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE28	100.0	94.8	4.688e-07	red	7.009709999999997e-05	63.83999824523926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE29	13.0	0.0	2.3399999999999998e-08	black	7.012049999999998e-05	62.67999649047852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE30	56.0	0.0	2.3399999999999998e-08	black	7.014389999999996e-05	61.35999298095703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE31	100.0	75.2	2.344e-07	black	7.037829999999996e-05	59.71998596191406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE32	100.0	100.0	2.5516e-06	red	7.292989999999996e-05	57.43997192382813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE33	99.0	93.7	1.172e-06	red	7.410189999999997e-05	53.87994384765625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE34	5.0	91.1	2.099e-07	black	7.431179999999996e-05	49.3848876953125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE35	2.0	0.0	2.3399999999999998e-08	black	7.433519999999996e-05	46.519775390625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE36	3.0	0.0	2.3399999999999998e-08	black	7.435859999999997e-05	43.78955078125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE37	4.0	92.7	2.1079999999999998e-07	black	7.456939999999996e-05	40.5791015625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE38	11.0	0.0	4.25e-08	black	7.461189999999996e-05	35.658203125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE39	9.0	0.0	2.3399999999999998e-08	black	7.463529999999996e-05	28.06640625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE40	0.0	0.0	2.3399999999999998e-08	black	7.465869999999997e-05	19.4921875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE41	11.0	0.0	2.3399999999999998e-08	black	7.468209999999995e-05	14.453125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
