#Position (bp)	mapping quality
6038.0	37.0
18113.0	36.99952875846961
30188.0	37.0
42263.0	37.0
54338.0	36.99958848652015
66413.0	36.99979220604175
78488.0	36.999131506367
90563.0	37.0
102638.0	36.99972628479697
114713.0	37.0
126788.0	36.99926187483791
138863.0	37.0
150938.0	36.99912819636788
163013.0	36.99830036461773
175088.0	36.99978828228266
187163.0	36.99889548941759
199238.0	36.999570581340016
211313.0	36.99860096797891
223388.0	36.99902257069191
235463.0	37.0
247538.0	37.0
259613.0	36.99935791014213
271688.0	36.99976469091834
283763.0	36.99908308603503
295838.0	37.0
307913.0	36.99920136990244
319988.0	36.99977118685994
332063.0	36.9995627356205
344138.0	36.99953169595676
356213.0	36.999099247141025
368288.0	37.0
380363.0	36.99622113281907
392438.0	37.0
404513.0	36.999723368622526
416588.0	36.99927514464456
428663.0	36.999546515832115
440738.0	36.999326905584866
452813.0	37.0
464888.0	37.0
476963.0	36.999345970056034
489038.0	36.99958414116721
501113.0	37.0
513188.0	37.0
525263.0	36.99976120713023
537338.0	37.0
549413.0	36.99834096526676
561488.0	37.0
573563.0	37.0
585638.0	36.99951305858432
597713.0	37.0
609788.0	36.999747157227205
621863.0	36.99883075432147
633938.0	37.0
646013.0	36.999763413495664
658088.0	36.999422866947434
670163.0	36.999768570642246
682238.0	37.0
694313.0	36.99868531389019
706388.0	36.99915660865502
718463.0	36.9981204386772
730538.0	36.99937016988391
742613.0	36.99955652241659
754688.0	36.99971363115693
766763.0	36.999568364626896
778838.0	37.0
790913.0	36.9997454402851
802988.0	36.999222280609565
815063.0	36.99973175576725
827138.0	37.0
839213.0	36.99977253725471
851288.0	36.99977363384969
863363.0	36.999507038031346
875438.0	36.999797294706106
887513.0	37.0
899588.0	36.9990369724496
911663.0	36.99799106450312
923738.0	36.99929492920708
935813.0	36.99958326528544
947888.0	36.99894573678752
959963.0	37.0
972038.0	36.99936691894852
984113.0	36.99977427600554
996188.0	36.999778602202014
1008263.0	36.99977228106671
1020338.0	37.0
1032413.0	36.999119010911166
1044488.0	36.99932144953052
1056563.0	36.999786587300214
1068638.0	36.999322828016616
1080713.0	37.0
1092788.0	36.998609797794465
1104863.0	36.99974922225009
1116938.0	36.99949678691646
1129013.0	36.99931697141433
1141088.0	36.99974418009721
1153163.0	36.99894175656969
