Name	UFboot	sCF	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	BioSampleComment	Branch_Number	timetree_rate	timetree_rate_fold_change	timetree_mutation_length	timetree_raw_date	timetree_num_date	timetree_num_date_confidence	timetree_num_date_bar	timetree_clock_length	timetree_coord_x	timetree_coord_y	timetree_reg_x	timetree_reg_y	timetree_reg_bad	Mugration_Branch_Number	Mugration_Branch_Number_Confidence	Mugration_Branch_Number_Entropy	Mugration_Branch_Major	Mugration_Branch_Major_Confidence	Mugration_Branch_Major_Entropy	Mugration_Branch_Minor	Mugration_Branch_Minor_Confidence	Mugration_Branch_Minor_Entropy	Mugration_Country	Mugration_Country_Confidence	Mugration_Country_Entropy	Mugration_Country_Lat	Mugration_Country_Lon	Mugration_Province	Mugration_Province_Confidence	Mugration_Province_Entropy	Mugration_Province_Lat	Mugration_Province_Lon
NODE0	100.0	NA	0.0	black	2.148814885614286e-07	16.18933517485857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.263553689093914e-09	1.0	2.148814885614286e-07	-4000-09-21	-3999.2774811378754	[-4114.0959399021, -3791.54718956593]	[6135.0959399021, 5812.54718956593]	0.1	0.1	16.18933517485857	-3999.2774811378754	0.0	False	0	0.9999999960608318	8.555654203704375e-08	0.PRE	0.9987313440840127	0.009770689956452923	0.PRE2	0.3924363593063639	1.3290705422536453	Russia	0.9924200884058373	0.048430382085012665	64.6863136	97.7453061	Krasnoyarsk Krai	0.38213776839569163	1.6520749407287048	63.3233807	97.0979974
SAMEA3541827	NA	NA	3.8504e-06	grey	3.439828602574165e-06	1	RISE509	[-2876:-2677]	[-4897:-4698]	Russia	Krasnoyarsk Krai	64.6863136	97.7453061	63.3233807	97.09799740000001	Bronze Age	0.PRE	0.PRE2	SAMEA3541827	KEEP: SRA Ancient	0	2.80038448180991e-09	0.30230131716155906	3.2249471140127362e-06	-2881-08-02	-2880.4143843863753	[-2875.9999999999995, -2676.9999999999995]	[4897.0, 4698.0]	1118.8630967515	1118.9630967515	1.0	-2776.5	3.2249471140127362e-06	False	0	1.0	-1.000088900581841e-12	0.PRE	0.9999999999999999	-9.99866855976916e-13	0.PRE2	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Krasnoyarsk Krai	1.0	-1.000088900581841e-12	63.3233807	97.0979974
NODE1	100.0	85.0	1.32708e-05	black	8.391267875574009e-06	3.15625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18520937720786e-08	1.279432728503771	8.176386387012581e-06	-3356-01-28	-3355.925187161983	[-3424.5669580911117, -3154.7902001929688]	[5445.566958091112, 5175.790200192969]	643.3522939758923	643.4522939758923	3.15625	-3355.925187161983	8.176386387012581e-06	False	0	0.9999999960608358	8.555645545647311e-08	0.PRE	0.999998382523269	2.3307901296483094e-05	0.PRE1	0.9992131610212307	0.0072743772782742555	Russia	0.9777063457641874	0.13613273761738562	64.6863136	97.7453061	Panevezys County	0.4424867418685252	1.9260951174077225	55.9156048	25.03115989218585
SAMEA104233046	NA	NA	2.2484e-06	grey	1.0541469180428972e-05	2	Gyvakarai1	[-2621:-2472]	[-4642:-4493]	Lithuania	Panevezys County	55.350000300000005	23.7499997	55.9156048	25.03115989218585	Bronze Age	0.PRE	0.PRE1	SAMEA104233046	KEEP: SRA Ancient	0	2.591998826655693e-09	0.27980609965129066	2.150201304854964e-06	-2617-08-21	-2616.363587650789	[-2620.9999999999995, -2471.9999999999995]	[4642.0, 4493.0]	739.5615995111939	1383.013893487086	2.0	-2546.5	1.0326587691867545e-05	False	0	1.0	-1.000088900581841e-12	0.PRE	1.0	-1.000088900581841e-12	0.PRE1	1.0	-1.000088900581841e-12	Lithuania	1.0	-1.000088900581841e-12	55.35000030000001	23.7499997	Panevezys County	1.0	-1.000088900581841e-12	55.9156048	25.03115989218585
NODE2	100.0	94.6	1.36364e-05	black	2.2824402239216792e-05	4.3125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.987129688197013e-08	2.1451051668610535	1.4433134363642783e-05	-2652-12-16	-2651.0430906588913	[-2740.0327670266406, -2561.2954874168845]	[4761.032767026641, 4582.2954874168845]	704.8820965030918	1348.334390478984	4.3125	-2651.0430906588913	2.2609520750655366e-05	False	0	0.9999999960608316	8.555654225891191e-08	0.PRE	0.9999999901540617	2.105482557058437e-07	0.PRE1	0.999998943303807	1.6906169784013753e-05	Russia	0.977079517770927	0.1424904026252389	64.6863136	97.7453061	Pärnu maakond	0.4425633112069545	1.9216256785892765	58.31950685	24.30261214859043
SAMEA104233047	NA	NA	2.683e-07	grey	2.3254283766137193e-05	3	KunilaII	[-2574:-2340]	[-4595:-4361]	Estonia	Pärnu maakond	58.75237779999999	25.3319078	58.31950685	24.30261214859043	Bronze Age	0.PRE	0.PRE1	SAMEA104233047	KEEP: SRA Ancient	0	2.4371514557831547e-09	0.2630903363417044	4.298815269204e-07	-2489-10-29	-2488.1746061087592	[-2526.5591486953904, -2339.9999999999995]	[4547.559148695391, 4361.0]	162.86848455013205	1511.202875029116	3.0	-2457.0	2.3039402277575767e-05	False	0	1.0	-1.000088900581841e-12	0.PRE	1.0	-1.000088900581841e-12	0.PRE1	0.9999999999999999	-9.99866855976916e-13	Estonia	1.0	-1.000088900581841e-12	58.75237779999999	25.3319078	Pärnu maakond	1.0	-1.000088900581841e-12	58.31950685	24.30261214859043
NODE3	100.0	53.7	1.1231e-06	black	2.3254192801183664e-05	5.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9198292040745492e-08	2.072454339347961	4.2979056196687234e-07	-2631-09-05	-2630.322273484429	[-2687.9848353294806, -2543.235474417907]	[4708.98483532948, 4564.2354744179065]	20.720817174462354	1369.0552076534464	5.625	-2630.322273484429	2.3039311312622237e-05	False	0	0.999999996056772	8.56406217967557e-08	0.PRE	0.9999999921846371	1.707463585434923e-07	0.PRE1	0.999999962893278	8.026729128887342e-07	Russia	0.98645470202402	0.08356868329534876	64.6863136	97.7453061	Irkutsk Oblast	0.3807076125462275	1.6385936925818625	56.6370122	104.719221
NODE4	100.0	98.7	1.173e-06	red	2.4328989046329443e-05	4.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4393995450945687e-08	1.553830844408221	1.0747962451457785e-06	-2558-07-25	-2557.436171836061	[-2593.671918415082, -2529.9716376091483]	[4614.6719184150825, 4550.971637609148]	72.88610164836791	1441.9413093018143	4.5	-2557.436171836061	2.4114107557768017e-05	False	0	0.9999999960648951	8.547237168808299e-08	0.PRE	0.999999992202337	1.7038114520448984e-07	0.PRE1	0.9999999642967546	7.747626597958429e-07	Russia	0.9999352793854914	0.00076561467738624	64.6863136	97.7453061	Irkutsk Oblast	0.9982243689948078	0.016664423969152645	56.6370122	104.719221
SAMEA6812876	NA	NA	2.346e-07	grey	2.454389553443549e-05	4	GLZ001	[-2838:-2495]	[-4859:-4516]	Russia	Irkutsk Oblast	64.6863136	97.7453061	56.6370122	104.71922099999999	Bronze Age	0.PRE	0.PRE1	SAMEA6812876	KEEP: SRA Ancient	0	1.2505185184960978e-08	1.3499339027616877	2.1490648810604456e-07	-2541-05-20	-2540.6164495980297	[-2586.767582925869, -2518.955344959395]	[4607.76758292587, 4539.955344959395]	16.819722238031318	1458.7610315398456	4.0	-2666.5	2.4329014045874063e-05	False	0	1.0	-1.000088900581841e-12	0.PRE	1.0	-1.000088900581841e-12	0.PRE1	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Irkutsk Oblast	1.0	-1.000088900581841e-12	56.6370122	104.719221
SAMEA6812877	NA	NA	2.35e-08	grey	2.4328989046329446e-05	5	GLZ002	[-2569:-2467]	[-4590:-4488]	Russia	Irkutsk Oblast	64.6863136	97.7453061	56.6370122	104.71922099999999	Bronze Age	0.PRE	0.PRE1	SAMEA6812877	KEEP: SRA Ancient	0	9.263553689093914e-09	1.0	3.2186613746398056e-21	-2558-07-25	-2557.436171836061	[-2568.9999999999995, -2531.2038541975057]	[4590.0, 4552.203854197505]	0.0	1441.9413093018143	5.0	-2518.0	2.411410755776802e-05	False	0	1.0	-1.000088900581841e-12	0.PRE	1.0	-1.000088900581841e-12	0.PRE1	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Irkutsk Oblast	1.0	-1.000088900581841e-12	56.6370122	104.719221
NODE5	100.0	83.5	1.09091e-05	black	3.293951660347427e-05	6.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.012018245104314e-08	3.251471677279095	9.685323802290605e-06	-2328-12-21	-2327.0289590407388	[-2372.9058301548116, -2193.0583982325397]	[4393.905830154812, 4214.05839823254]	303.2933144436902	1672.3485220971365	6.75	-2327.0289590407388	3.2724635114912844e-05	False	0	0.9999999960608358	8.55564552850913e-08	0.PRE	0.9999999921947839	1.7053785512076627e-07	0.PRE1	0.9999999642595347	7.755321520972262e-07	Russia	0.5766797050726639	0.6852288552297537	64.6863136	97.7453061	Bavaria	0.9929532199327924	0.05677763645804083	48.9467562	11.4038717
SAMEA104233049	NA	NA	2.55e-07	grey	3.315440849892747e-05	6	1343UnTal85	[-2396:-2148]	[-4417:-4169]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Bronze Age	0.PRE	0.PRE1	SAMEA104233049	KEEP: SRA Ancient	0	9.320083980374171e-09	1.0061024411556885	2.1489189545319792e-07	-2305-07-19	-2304.4530578357894	[-2340.1064573173076, -2183.9886249829565]	[4361.106457317308, 4204.988624982956]	22.575901204949332	1694.9244233020859	6.0	-2272.0	3.293952701036604e-05	False	0	1.0	-1.000088900581841e-12	0.PRE	1.0	-1.000088900581841e-12	0.PRE1	1.0	-1.000088900581841e-12	Germany	1.0	-1.000088900581841e-12	51.0834196	10.4234469	Bavaria	0.9999999999999999	-9.99866855976916e-13	48.9467562	11.4038717
NODE6	80.5	NA	1.27143e-05	black	4.456892759193155e-05	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.116270068285073e-08	3.364011450545046	1.1629410988457276e-05	-1958-11-21	-1957.1106659077363	[-1977.6674200747939, -1894.3111930262608]	[3998.667420074794, 3915.3111930262608]	369.9182931330024	2042.266815230139	7.5	-1957.1106659077363	4.435404610337012e-05	False	0	0.9999999960648993	8.547228479565121e-08	0.PRE	0.999999992202348	1.7038092324385436e-07	0.PRE1	0.9999999642985271	7.747272389134721e-07	Russia	0.5767785301245301	0.6849541161256935	64.6863136	97.7453061	Bavaria	0.9915402731471514	0.05919744916138456	48.9467562	11.4038717
SAMEA104233048	NA	NA	7.747e-07	grey	4.521375591339954e-05	7	Post6	[-2007:-1882]	[-4028:-3903]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Bronze Age	0.PRE	0.PRE1	SAMEA104233048	KEEP: SRA Ancient	0	2.0249508917054833e-08	2.1859331307049916	6.44828321467992e-07	-1927-12-23	-1926.0225710531	[-1940.2669672492163, -1882.0]	[3961.2669672492166, 3903.0]	31.088094854636438	2073.3549100847754	7.0	-1944.5	4.499887442483811e-05	False	0	1.0	-1.000088900581841e-12	0.PRE	0.9999999999999999	-9.99866855976916e-13	0.PRE1	1.0	-1.000088900581841e-12	Germany	1.0	-1.000088900581841e-12	51.0834196	10.4234469	Bavaria	0.9999999999999999	-9.99866855976916e-13	48.9467562	11.4038717
