#Position (bp)	mapping quality
6038.0	59.99717509287952
18113.0	60.0
30188.0	60.0
42263.0	60.0
54338.0	59.95974855268716
66413.0	59.955273391395096
78488.0	60.0
90563.0	59.99527948355894
102638.0	59.96613371423305
114713.0	59.882643761392295
126788.0	59.98616428945459
138863.0	60.0
150938.0	60.0
163013.0	59.99055892802425
175088.0	59.807856693116946
187163.0	59.96037590477638
199238.0	60.0
211313.0	60.0
223388.0	60.0
235463.0	60.0
247538.0	60.0
259613.0	60.0
271688.0	60.0
283763.0	59.96412392195292
295838.0	60.0
307913.0	59.734944362194945
319988.0	60.0
332063.0	60.0
344138.0	59.9162080832599
356213.0	60.0
368288.0	60.0
380363.0	60.0
392438.0	59.924429125015216
404513.0	60.0
416588.0	59.99529253823723
428663.0	59.94040613966998
440738.0	60.0
452813.0	60.0
464888.0	59.8847532326085
476963.0	60.0
489038.0	60.0
501113.0	60.0
513188.0	60.0
525263.0	59.97412677878396
537338.0	60.0
549413.0	59.926917483873375
561488.0	59.936378020594304
573563.0	60.0
585638.0	59.964937502908946
597713.0	60.0
609788.0	60.0
621863.0	60.0
633938.0	59.965008594853884
646013.0	60.0
658088.0	59.3989010989011
670163.0	60.0
682238.0	60.0
694313.0	59.77187627827948
706388.0	59.944999681711124
718463.0	59.928639515868085
730538.0	59.99527948355894
742613.0	59.99527944446515
754688.0	60.0
766763.0	59.954278898717824
778838.0	59.963734049697784
790913.0	59.501085694086754
802988.0	58.8012464493153
815063.0	58.12650120096077
827138.0	0.0
839213.0	0.0
851288.0	0.0
863363.0	59.99426527624768
875438.0	60.0
887513.0	59.95315012641024
899588.0	60.0
911663.0	60.0
923738.0	60.0
935813.0	59.97430252777468
947888.0	59.93321121951827
959963.0	60.0
972038.0	60.0
984113.0	60.0
996188.0	59.9952764714413
1008263.0	60.0
1020338.0	60.0
1032413.0	60.0
1044488.0	59.983159967356244
1056563.0	59.995024071056264
1068638.0	57.354369646483974
1080713.0	58.504011079463794
1092788.0	59.90984260020619
1104863.0	60.0
1116938.0	0.0
1129013.0	0.0
1141088.0	0.0
1153163.0	60.0
1165238.0	60.0
1177313.0	59.999440251513654
1189388.0	60.0
1201463.0	59.94774992950387
1213538.0	60.0
1225613.0	60.0
1237688.0	59.994243877808636
1249763.0	60.0
1261838.0	60.0
1273913.0	59.85506797559692
1285988.0	59.89729580192268
1298063.0	60.0
1310138.0	60.0
1322213.0	59.99757917010365
1334288.0	59.97216999494753
1346363.0	60.0
1358438.0	60.0
1370513.0	60.0
1382588.0	59.994619630278926
1394663.0	59.93081755674063
1406738.0	60.0
1418813.0	59.67905979208692
1430888.0	60.0
1442963.0	59.939487762665856
1455038.0	59.86503655260034
1467113.0	59.9341716600557
1479188.0	59.93032514930325
1491263.0	60.0
1503338.0	59.99285412287336
1515413.0	60.0
1527488.0	60.0
1539563.0	59.931440247711315
1551638.0	59.82431184647251
1563713.0	60.0
1575788.0	59.900889168126426
1587863.0	60.0
1599938.0	60.0
1612013.0	60.0
1624088.0	60.0
1636163.0	59.994947049287326
1648238.0	59.99527946401212
1660313.0	59.15356050677151
1672388.0	59.57551826258638
1684463.0	60.0
1696538.0	60.0
1708613.0	59.91706308684715
1720688.0	60.0
1732763.0	60.0
1744838.0	60.0
1756913.0	60.0
1768988.0	59.99541451899153
1781063.0	60.0
1793138.0	60.0
1805213.0	60.0
1817288.0	59.93435106549263
1829363.0	59.981571915599375
1841438.0	60.0
1853513.0	60.0
1865588.0	60.0
1877663.0	59.99527948355894
1889738.0	60.0
1901813.0	59.45170910759349
1913888.0	59.99527954219841
1925963.0	59.8823295080209
1938038.0	60.0
1950113.0	59.93374459287796
1962188.0	60.0
1974263.0	60.0
1986338.0	60.0
1998413.0	59.94516792323509
2010488.0	59.985124987919306
2022563.0	59.995012987012984
2034638.0	60.0
2046713.0	60.0
2058788.0	60.0
2070863.0	59.9105149121099
2082938.0	59.99524129553642
2095013.0	59.966669515426034
2107088.0	59.99975155382379
2119163.0	59.93771986970684
2131238.0	60.0
2143313.0	59.98983180104224
2155388.0	60.0
2167463.0	60.0
2179538.0	60.0
2191613.0	59.92842141889625
2203688.0	59.873063361470244
2215763.0	60.0
2227838.0	59.90042103573947
2239913.0	60.0
2251988.0	60.0
2264063.0	60.0
2276138.0	59.99519642006885
2288213.0	60.0
2300288.0	59.99860928418698
2312363.0	60.0
2324438.0	59.915903990389026
2336513.0	60.0
2348588.0	59.97695577215233
2360663.0	60.0
2372738.0	60.0
2384813.0	60.0
2396888.0	60.0
2408963.0	60.0
2421038.0	60.0
2433113.0	60.0
2445188.0	60.0
2457263.0	59.99456117768632
2469338.0	59.96499170061868
2481413.0	60.0
2493488.0	60.0
2505563.0	59.91951609678065
2517638.0	60.0
2529713.0	60.0
2541788.0	59.97639702685356
2553863.0	59.51031558002479
2565938.0	59.99965645773571
2578013.0	59.98092956721206
2590088.0	60.0
2602163.0	60.0
2614238.0	60.0
2626313.0	60.0
2638388.0	60.0
2650463.0	59.970775003608026
2662538.0	60.0
2674613.0	60.0
2686688.0	60.0
2698763.0	60.0
2710838.0	59.886087333044664
2722913.0	60.0
2734988.0	60.0
2747063.0	59.954377393998726
2759138.0	60.0
2771213.0	60.0
2783288.0	59.93268650480479
2795363.0	60.0
2807438.0	60.0
2819513.0	59.936248630341666
2831588.0	59.995278911421885
2843663.0	59.986268277177366
2855738.0	59.94611078083768
2867813.0	59.99552789475646
2879888.0	59.76907397260274
2891963.0	59.99736649597659
2904038.0	59.94582931263693
2916113.0	59.958207915619795
2928188.0	60.0
2940263.0	60.0
2952338.0	60.0
2964413.0	60.0
2976488.0	59.94684213683535
2988563.0	59.86781082507151
3000638.0	60.0
3012713.0	60.0
3024788.0	60.0
3036863.0	60.0
3048938.0	59.99424431373539
3061013.0	59.94066120372987
3073088.0	59.936630743615446
3085163.0	59.95076565391503
3097238.0	59.998901481169554
3109313.0	59.995031076475875
3121388.0	59.999430313042986
3133463.0	59.903842484832296
3145538.0	59.99424035891658
3157613.0	59.87897423944274
